contract_id,hypothesis_id,gold_label,ms3_label,ms3_correct,ms3_groundedness_check,ms3_quote_integrity_check,ms3_latency_ms
doc_6,H17,NOT_MENTIONED,ENTAILED,0,1,1,4555.88
doc_8,H01,CONTRADICTED,NOT_MENTIONED,0,1,1,4246.97
doc_8,H02,ENTAILED,CONTRADICTED,0,1,1,4141.82
doc_8,H03,ENTAILED,ENTAILED,1,1,1,2879.71
doc_8,H04,ENTAILED,NOT_MENTIONED,0,1,1,2495.84
doc_8,H05,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3491.51
doc_8,H06,NOT_MENTIONED,CONTRADICTED,0,1,1,9620.28
doc_8,H07,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3230.51
doc_8,H08,NOT_MENTIONED,NOT_MENTIONED,1,1,1,9611.67
doc_8,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,8842.33
doc_8,H10,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4006.01
doc_8,H11,NOT_MENTIONED,NOT_MENTIONED,1,1,1,2090.42
doc_8,H12,NOT_MENTIONED,CONTRADICTED,0,1,1,5351.92
doc_8,H13,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4379.81
doc_8,H14,NOT_MENTIONED,NOT_MENTIONED,1,1,1,8113.6
doc_8,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3308.79
doc_8,H16,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4677.76
doc_8,H17,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4914.8
doc_11,H01,CONTRADICTED,NOT_MENTIONED,0,1,1,4168.52
doc_11,H02,CONTRADICTED,CONTRADICTED,1,1,1,9880.81
doc_11,H03,ENTAILED,ENTAILED,1,1,1,4824.24
doc_11,H04,ENTAILED,ENTAILED,1,1,1,4213.74
doc_11,H05,ENTAILED,ENTAILED,1,1,1,5322.09
doc_11,H06,ENTAILED,ENTAILED,1,1,1,4021.87
doc_11,H07,NOT_MENTIONED,ENTAILED,0,1,1,5344.05
doc_11,H08,NOT_MENTIONED,NOT_MENTIONED,1,1,1,7464.9
doc_11,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5551.01
doc_11,H10,ENTAILED,ENTAILED,1,1,1,6297.13
doc_11,H11,ENTAILED,ENTAILED,1,1,1,6399.29
doc_11,H12,ENTAILED,NOT_MENTIONED,0,1,1,9030.0
doc_11,H13,ENTAILED,ENTAILED,1,1,1,8024.75
doc_11,H14,NOT_MENTIONED,NOT_MENTIONED,1,1,1,6615.74
doc_11,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,6903.72
doc_11,H16,NOT_MENTIONED,NOT_MENTIONED,1,1,1,10079.53
doc_11,H17,NOT_MENTIONED,NOT_MENTIONED,1,1,1,11095.29
doc_18,H01,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4843.53
doc_18,H02,CONTRADICTED,CONTRADICTED,1,1,1,7330.48
doc_18,H03,ENTAILED,ENTAILED,1,1,1,5374.31
doc_18,H04,ENTAILED,ENTAILED,1,1,1,5214.4
doc_18,H05,NOT_MENTIONED,NOT_MENTIONED,1,1,1,6842.22
doc_18,H06,NOT_MENTIONED,CONTRADICTED,0,1,1,3603.21
doc_18,H07,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5042.39
doc_18,H08,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4846.28
doc_18,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,6731.95
doc_18,H10,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5156.56
doc_18,H11,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4048.33
doc_18,H12,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5473.27
doc_18,H13,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4690.18
doc_18,H14,CONTRADICTED,CONTRADICTED,1,1,1,4314.95
doc_18,H15,NOT_MENTIONED,ENTAILED,0,1,1,4269.66
doc_18,H16,ENTAILED,ENTAILED,1,1,1,3319.8
doc_18,H17,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5690.01
doc_21,H01,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5333.58
doc_21,H02,CONTRADICTED,CONTRADICTED,1,1,1,8542.1
doc_21,H03,ENTAILED,NOT_MENTIONED,0,1,1,8053.33
doc_21,H04,ENTAILED,ENTAILED,1,1,1,5690.01
doc_21,H05,ENTAILED,ENTAILED,1,1,0,7712.5
doc_21,H06,ENTAILED,NOT_MENTIONED,0,1,1,4323.57
doc_21,H07,ENTAILED,ENTAILED,1,1,1,5001.48
doc_21,H08,ENTAILED,ENTAILED,1,1,1,4798.27
doc_21,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,2654.42
doc_21,H10,ENTAILED,NOT_MENTIONED,0,1,1,2160.68
doc_21,H11,ENTAILED,NOT_MENTIONED,0,1,1,4711.32
doc_21,H12,ENTAILED,ENTAILED,1,1,1,10480.24
doc_21,H13,NOT_MENTIONED,ENTAILED,0,1,0,11781.03
doc_21,H14,NOT_MENTIONED,ENTAILED,0,1,1,5367.04
doc_21,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3890.1
doc_21,H16,ENTAILED,ENTAILED,1,1,1,2255.29
doc_21,H17,ENTAILED,ENTAILED,1,1,1,6536.34
doc_22,H01,ENTAILED,CONTRADICTED,0,1,1,8356.34
doc_22,H02,ENTAILED,CONTRADICTED,0,1,1,5206.56
doc_22,H03,ENTAILED,ENTAILED,1,1,1,5794.31
doc_22,H04,ENTAILED,ENTAILED,1,1,1,4185.91
doc_22,H05,ENTAILED,ENTAILED,1,1,1,4454.41
doc_22,H06,CONTRADICTED,CONTRADICTED,1,1,1,2071.21
doc_22,H07,ENTAILED,NOT_MENTIONED,0,1,1,3418.5
doc_22,H08,NOT_MENTIONED,NOT_MENTIONED,1,1,1,6195.61
doc_22,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5979.67
doc_22,H10,ENTAILED,CONTRADICTED,0,1,1,6951.74
doc_22,H11,ENTAILED,ENTAILED,1,1,1,7259.44
doc_22,H12,ENTAILED,ENTAILED,1,1,1,4834.27
doc_22,H13,NOT_MENTIONED,ENTAILED,0,1,1,7454.86
doc_22,H14,ENTAILED,ENTAILED,1,1,1,8067.8
doc_22,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5581.19
doc_22,H16,ENTAILED,ENTAILED,1,1,1,8643.71
doc_22,H17,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4395.75
doc_23,H01,CONTRADICTED,CONTRADICTED,1,1,1,8147.49
doc_23,H02,CONTRADICTED,CONTRADICTED,1,1,1,4256.58
doc_23,H03,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4577.59
doc_23,H04,ENTAILED,ENTAILED,1,1,1,4568.25
doc_23,H05,ENTAILED,ENTAILED,1,1,1,6436.3
doc_23,H06,ENTAILED,ENTAILED,1,1,1,4251.94
doc_23,H07,ENTAILED,ENTAILED,1,1,1,4696.97
doc_23,H08,ENTAILED,NOT_MENTIONED,0,1,1,6463.75
doc_23,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4606.78
doc_23,H10,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4538.17
doc_23,H11,ENTAILED,NOT_MENTIONED,0,1,1,2534.39
doc_23,H12,ENTAILED,ENTAILED,1,1,1,6362.85
doc_23,H13,NOT_MENTIONED,ENTAILED,0,1,1,6600.75
doc_23,H14,NOT_MENTIONED,CONTRADICTED,0,1,1,5436.23
doc_23,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3564.04
doc_23,H16,ENTAILED,ENTAILED,1,1,1,5233.95
doc_23,H17,ENTAILED,ENTAILED,1,1,1,6638.91
doc_24,H01,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3029.96
doc_24,H02,CONTRADICTED,CONTRADICTED,1,1,0,12540.39
doc_24,H03,ENTAILED,ENTAILED,1,1,1,7902.74
doc_24,H04,ENTAILED,ENTAILED,1,1,1,6904.5
doc_24,H05,ENTAILED,ENTAILED,1,1,1,6995.91
doc_24,H06,ENTAILED,CONTRADICTED,0,1,1,4161.85
doc_24,H07,NOT_MENTIONED,ENTAILED,0,1,1,12126.08
doc_24,H08,ENTAILED,ENTAILED,1,1,1,18216.75
doc_24,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,9435.27
doc_24,H10,ENTAILED,ENTAILED,1,1,1,11793.04
doc_24,H11,ENTAILED,NOT_MENTIONED,0,1,1,4410.38
doc_24,H12,ENTAILED,ENTAILED,1,1,1,4620.35
doc_24,H13,NOT_MENTIONED,ENTAILED,0,1,1,4103.35
doc_24,H14,NOT_MENTIONED,NOT_MENTIONED,1,1,1,7003.33
doc_24,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5314.89
doc_24,H16,ENTAILED,ENTAILED,1,1,0,2628.29
doc_24,H17,NOT_MENTIONED,CONTRADICTED,0,1,1,9540.11
doc_25,H01,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4051.02
doc_25,H02,NOT_MENTIONED,CONTRADICTED,0,1,1,4951.77
doc_25,H03,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4244.73
doc_25,H04,ENTAILED,ENTAILED,1,1,1,10355.95
doc_25,H05,ENTAILED,ENTAILED,1,1,1,5100.6
doc_25,H06,ENTAILED,ENTAILED,1,1,1,6641.25
doc_25,H07,NOT_MENTIONED,NOT_MENTIONED,1,1,1,7946.19
doc_25,H08,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4537.3
doc_25,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4359.77
doc_25,H10,ENTAILED,ENTAILED,1,1,1,4462.51
doc_25,H11,ENTAILED,ENTAILED,1,1,1,6415.67
doc_25,H12,ENTAILED,ENTAILED,1,1,1,5221.0
doc_25,H13,NOT_MENTIONED,ENTAILED,0,1,1,5383.99
doc_25,H14,NOT_MENTIONED,CONTRADICTED,0,1,1,6653.42
doc_25,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,7378.15
doc_25,H16,ENTAILED,ENTAILED,1,1,1,3385.48
doc_25,H17,NOT_MENTIONED,CONTRADICTED,0,1,1,4632.2
doc_26,H01,NOT_MENTIONED,NOT_MENTIONED,1,1,1,25310.92
doc_26,H02,CONTRADICTED,CONTRADICTED,1,1,1,9010.37
doc_26,H03,ENTAILED,ENTAILED,1,1,1,8820.98
doc_26,H04,ENTAILED,ENTAILED,1,1,0,9006.71
doc_26,H05,ENTAILED,ENTAILED,1,1,1,9325.78
doc_26,H06,ENTAILED,CONTRADICTED,0,1,1,42895.06
doc_26,H07,ENTAILED,ENTAILED,1,1,1,4563.96
doc_26,H08,NOT_MENTIONED,NOT_MENTIONED,1,1,1,40119.37
doc_26,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3910.4
doc_26,H10,NOT_MENTIONED,NOT_MENTIONED,1,1,1,6584.18
doc_26,H11,ENTAILED,NOT_MENTIONED,0,1,1,27871.38
doc_26,H12,ENTAILED,ENTAILED,1,1,1,6252.53
doc_26,H13,NOT_MENTIONED,ENTAILED,0,1,1,7420.06
doc_26,H14,CONTRADICTED,CONTRADICTED,1,1,1,23261.8
doc_26,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4952.02
doc_26,H16,ENTAILED,ENTAILED,1,1,1,4636.29
doc_26,H17,NOT_MENTIONED,CONTRADICTED,0,1,1,5941.62
doc_30,H01,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4936.62
doc_30,H02,CONTRADICTED,CONTRADICTED,1,1,1,18754.07
doc_30,H03,ENTAILED,ENTAILED,1,1,1,9095.54
doc_30,H04,ENTAILED,ENTAILED,1,1,1,15815.54
doc_30,H05,ENTAILED,ENTAILED,1,1,0,8591.54
doc_30,H06,ENTAILED,ENTAILED,1,1,1,8745.8
doc_30,H07,ENTAILED,NOT_MENTIONED,0,1,1,10103.41
doc_30,H08,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4774.28
doc_30,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5152.77
doc_30,H10,ENTAILED,NOT_MENTIONED,0,1,1,5393.8
doc_30,H11,ENTAILED,ENTAILED,1,1,1,7569.63
doc_30,H12,ENTAILED,ENTAILED,1,1,1,9063.96
doc_30,H13,NOT_MENTIONED,ENTAILED,0,1,1,17911.27
doc_30,H14,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3942.1
doc_30,H15,ENTAILED,CONTRADICTED,0,1,1,3462.2
doc_30,H16,ENTAILED,ENTAILED,1,1,1,3417.01
doc_30,H17,NOT_MENTIONED,CONTRADICTED,0,1,1,4944.07
doc_31,H01,NOT_MENTIONED,NOT_MENTIONED,1,1,1,6685.8
doc_31,H02,NOT_MENTIONED,CONTRADICTED,0,1,1,5061.48
doc_31,H03,NOT_MENTIONED,NOT_MENTIONED,1,1,1,9157.35
doc_31,H04,ENTAILED,ENTAILED,1,1,1,18935.87
doc_31,H05,ENTAILED,ENTAILED,1,1,1,20572.63
doc_31,H06,ENTAILED,CONTRADICTED,0,1,0,4612.13
doc_31,H07,NOT_MENTIONED,NOT_MENTIONED,1,1,1,6766.29
doc_31,H08,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4377.87
doc_31,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4934.06
doc_31,H10,ENTAILED,NOT_MENTIONED,0,1,1,6155.35
doc_31,H11,ENTAILED,NOT_MENTIONED,0,1,1,7046.9
doc_31,H12,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4508.1
doc_31,H13,NOT_MENTIONED,NOT_MENTIONED,1,1,1,7194.88
doc_31,H14,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5469.36
doc_31,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5246.47
doc_31,H16,NOT_MENTIONED,NOT_MENTIONED,1,1,1,6099.23
doc_31,H17,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3335.55
doc_36,H01,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3244.47
doc_36,H02,CONTRADICTED,CONTRADICTED,1,1,1,9022.62
doc_36,H03,ENTAILED,NOT_MENTIONED,0,1,1,6808.06
doc_36,H04,ENTAILED,CONTRADICTED,0,1,1,11332.6
doc_36,H05,ENTAILED,ENTAILED,1,1,0,6988.88
doc_36,H06,ENTAILED,NOT_MENTIONED,0,1,1,5346.63
doc_36,H07,ENTAILED,ENTAILED,1,1,1,7679.96
doc_36,H08,ENTAILED,ENTAILED,1,1,0,7773.68
doc_36,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4881.01
doc_36,H10,ENTAILED,ENTAILED,1,1,1,6349.94
doc_36,H11,ENTAILED,NOT_MENTIONED,0,1,1,4028.68
doc_36,H12,ENTAILED,ENTAILED,1,1,1,6820.74
doc_36,H13,NOT_MENTIONED,ENTAILED,0,1,1,8695.87
doc_36,H14,NOT_MENTIONED,ENTAILED,0,1,1,4983.51
doc_36,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,10386.3
doc_36,H16,ENTAILED,ENTAILED,1,1,1,10382.46
doc_36,H17,NOT_MENTIONED,NOT_MENTIONED,1,1,1,10410.79
doc_38,H01,CONTRADICTED,CONTRADICTED,1,1,1,6848.48
doc_38,H02,CONTRADICTED,CONTRADICTED,1,1,1,7853.7
doc_38,H03,ENTAILED,NOT_MENTIONED,0,1,1,7168.7
doc_38,H04,ENTAILED,ENTAILED,1,1,0,5755.27
doc_38,H05,ENTAILED,ENTAILED,1,1,1,7456.19
doc_38,H06,ENTAILED,NOT_MENTIONED,0,1,1,7166.28
doc_38,H07,ENTAILED,NOT_MENTIONED,0,1,1,11250.56
doc_38,H08,NOT_MENTIONED,NOT_MENTIONED,1,1,1,2589.73
doc_38,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,7564.75
doc_38,H10,NOT_MENTIONED,NOT_MENTIONED,1,1,1,11218.14
doc_38,H11,ENTAILED,NOT_MENTIONED,0,1,1,8258.4
doc_38,H12,ENTAILED,NOT_MENTIONED,0,1,1,2659.63
doc_38,H13,NOT_MENTIONED,ENTAILED,0,1,1,14808.27
doc_38,H14,NOT_MENTIONED,NOT_MENTIONED,1,1,1,12652.38
doc_38,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,18534.82
doc_38,H16,ENTAILED,ENTAILED,1,1,1,10297.71
doc_38,H17,NOT_MENTIONED,CONTRADICTED,0,1,1,9466.24
doc_40,H01,CONTRADICTED,CONTRADICTED,1,1,1,9505.42
doc_40,H02,CONTRADICTED,CONTRADICTED,1,1,1,8257.55
doc_40,H03,NOT_MENTIONED,ENTAILED,0,1,1,5574.45
doc_40,H04,ENTAILED,ENTAILED,1,1,1,5660.16
doc_40,H05,ENTAILED,NOT_MENTIONED,0,1,1,2468.08
doc_40,H06,ENTAILED,CONTRADICTED,0,1,1,5990.78
doc_40,H07,NOT_MENTIONED,NOT_MENTIONED,1,1,1,7080.03
doc_40,H08,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4324.41
doc_40,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3295.94
doc_40,H10,NOT_MENTIONED,NOT_MENTIONED,1,1,1,6048.84
doc_40,H11,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3053.51
doc_40,H12,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4487.59
doc_40,H13,NOT_MENTIONED,ENTAILED,0,1,1,3081.65
doc_40,H14,NOT_MENTIONED,NOT_MENTIONED,1,1,1,8337.94
doc_40,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5366.53
doc_40,H16,NOT_MENTIONED,NOT_MENTIONED,1,1,1,3545.04
doc_40,H17,NOT_MENTIONED,CONTRADICTED,0,1,1,3890.98
doc_41,H01,CONTRADICTED,CONTRADICTED,1,1,0,3506.39
doc_41,H02,CONTRADICTED,CONTRADICTED,1,1,0,7905.18
doc_41,H03,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4743.88
doc_41,H04,ENTAILED,ENTAILED,1,1,1,6625.09
doc_41,H05,ENTAILED,ENTAILED,1,1,1,7270.94
doc_41,H06,CONTRADICTED,CONTRADICTED,1,1,1,10659.45
doc_41,H07,NOT_MENTIONED,NOT_MENTIONED,1,1,1,8843.32
doc_41,H08,NOT_MENTIONED,NOT_MENTIONED,1,1,1,9524.28
doc_41,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,14351.82
doc_41,H10,NOT_MENTIONED,NOT_MENTIONED,1,1,1,6412.42
doc_41,H11,NOT_MENTIONED,NOT_MENTIONED,1,1,1,8844.44
doc_41,H12,NOT_MENTIONED,NOT_MENTIONED,1,1,1,11079.04
doc_41,H13,ENTAILED,ENTAILED,1,1,1,7446.5
doc_41,H14,CONTRADICTED,ENTAILED,0,1,1,8773.59
doc_41,H15,NOT_MENTIONED,NOT_MENTIONED,1,1,1,2854.43
doc_41,H16,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5740.41
doc_41,H17,NOT_MENTIONED,CONTRADICTED,0,1,1,6077.5
doc_42,H01,CONTRADICTED,CONTRADICTED,1,1,0,3948.1
doc_42,H02,CONTRADICTED,CONTRADICTED,1,1,0,7290.55
doc_42,H03,NOT_MENTIONED,NOT_MENTIONED,1,1,1,6205.55
doc_42,H04,ENTAILED,ENTAILED,1,1,1,2933.83
doc_42,H05,ENTAILED,ENTAILED,1,1,1,4360.44
doc_42,H06,ENTAILED,ENTAILED,1,1,1,7551.52
doc_42,H07,ENTAILED,ENTAILED,1,1,1,7482.46
doc_42,H08,NOT_MENTIONED,NOT_MENTIONED,1,1,1,4014.37
doc_42,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,7138.12
doc_42,H10,ENTAILED,ENTAILED,1,1,1,9856.6
doc_42,H11,ENTAILED,ENTAILED,1,1,1,9417.79
doc_42,H12,ENTAILED,NOT_MENTIONED,0,1,1,7312.22
doc_42,H13,NOT_MENTIONED,NOT_MENTIONED,1,1,1,17018.87
doc_42,H14,NOT_MENTIONED,NOT_MENTIONED,1,1,1,13570.61
doc_42,H15,ENTAILED,CONTRADICTED,0,1,1,6765.57
doc_42,H16,ENTAILED,ENTAILED,1,1,1,12045.35
doc_42,H17,NOT_MENTIONED,NOT_MENTIONED,1,1,1,8852.35
doc_43,H01,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5195.42
doc_43,H02,CONTRADICTED,CONTRADICTED,1,1,1,5982.99
doc_43,H03,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5630.48
doc_43,H04,ENTAILED,ENTAILED,1,1,1,7317.9
doc_43,H05,ENTAILED,ENTAILED,1,1,1,9123.83
doc_43,H06,ENTAILED,NOT_MENTIONED,0,1,1,5774.2
doc_43,H07,ENTAILED,NOT_MENTIONED,0,1,1,3022.87
doc_43,H08,NOT_MENTIONED,NOT_MENTIONED,1,1,1,5181.21
doc_43,H09,NOT_MENTIONED,NOT_MENTIONED,1,1,1,8863.85
doc_43,H10,NOT_MENTIONED,NOT_MENTIONED,1,1,1,8562.89
doc_43,H11,ENTAILED,NOT_MENTIONED,0,1,1,11163.78
doc_43,H12,ENTAILED,ENTAILED,1,1,1,13703.21
doc_43,H13,NOT_MENTIONED,NOT_MENTIONED,1,1,1,9073.58
doc_43,H14,NOT_MENTIONED,NOT_MENTIONED,1,1,1,11703.49
